MAJORGROUP,SELEMENTID,GNAME,SNAME,SCOMNAME,GRANK,SRANK,ENDEMIC,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,AQDEP,TRACK
Insects,399025,Lasionycta dolosa,Lasionycta dolosa,A Noctuid Moth,GNR,S3,Y,-,-,-,N,N,Fully Tracked
Insects,397279,Lestes alacer,Lestes alacer,Plateau Spreadwing,G5,S2S3,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,24323,Libellula composita,Libellula composita,Bleached Skimmer,G3G4,S2,N,-,-,-,N,Y,Fully Tracked
Insects,18066,Libellula nodisticta,Libellula nodisticta,Hoary Skimmer,G4,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,19762,Lon hobomok wetona,Lon hobomok wetona,Wet Mountains Hobomok Skipper,G5T2T3,S2,N,-,-,-,N,N,Fully Tracked
Insects,22505,Plebejus idas sublivens,Lycaeides idas sublivens,Dark Blue,G5T3T4,S2S3,N,-,-,-,N,N,Fully Tracked
Insects,404020,Macaria coloradensis,Macaria coloradensis,A Geometrid Moth,GU,S3,N,-,-,-,N,N,Watchlisted Only
Insects,398997,Macaria prunosata,Macaria prunosata,An Angle Moth,GU,S3,N,-,-,-,N,N,Fully Tracked
Insects,17799,Macdunnoa persimplex,Macdunnoa persimplex,A Mayfly,G4,SH,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,399005,Melemaea magdalena,Melemaea magdalena,A Geometrid Moth,GU,S3,N,-,-,-,N,N,Watchlisted Only
Insects,17930,Mesocapnia frisoni,Mesocapnia frisoni,A Stonefly,G5,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,23826,Neochoroterpes oklahoma,Neochoroterpes oklahoma,A Mayfly,G5,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,20189,Neotrichia downsi,Neotrichia downsi,A Microcaddisfly,G1G2,S1,N,-,-,-,N,Y,Fully Tracked
Insects,22094,Ochlodes yuma,Ochlodes yuma,Yuma Skipper,G4,S2S3,N,-,-,-,Y,N,Fully Tracked
Insects,23489,Ochrotrichia susanae,Ochrotrichia susanae,Susan's purse- making caddisfly,G1,S1,Y,-,-,"SWAP Tier 2, USFS",N,Y,Fully Tracked
Insects,22709,Ochrotrichia trapoiza,Ochrotrichia trapoiza,A Purse Casemaker Caddisfly,G3,SH,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,23248,Oecetis immobilis,Oecetis immobilis,Longhorned Caddisfly,G5,S1,N,-,-,-,N,Y,Fully Tracked
Insects,23289,Oeneis alberta,Oeneis alberta,Alberta Arctic,G5,S3,N,-,-,-,N,Y,Fully Tracked
Insects,20626,Oeneis bore,Oeneis bore,White- veined Arctic,G5,S3,N,-,-,-,N,N,Fully Tracked
Insects,18056,Oeneis jutta reducta,Oeneis jutta reducta,Rocky Mountain Arctic Jutta,G5T4,S1,N,-,-,-,Y,N,Fully Tracked
Insects,20071,Oeneis polixenes,Oeneis polixenes,Polixenes Arctic,G5,S3,N,-,-,-,Y,N,Fully Tracked
Insects,24069,Papilio indra minori,Papilio indra minori,Short- tailed Black Swallowtail,G5?T1T2,S1S2,Y,-,-,-,N,N,Fully Tracked
Insects,21907,Neoleptophlebia temporalis,Paraleptophlebia temporalis,Northwestern Prong- gilled Mayfly,G4,S1,N,-,-,-,N,Y,Fully Tracked
Insects,21993,Paratrytone snowi,Paratrytone snowi,Snow's Skipper,G5,S3,N,-,-,-,N,N,Watchlisted Only
Insects,21721,Phyciodes batesii,Phyciodes batesii,Tawny Crescent,G5,S2,N,-,-,-,N,N,Fully Tracked
Insects,23832,Pictetiella expansa,Pictetiella expansa,A Stonefly,G3G4,S2,N,-,-,-,N,Y,Fully Tracked
Insects,20443,Plathemis subornata,Plathemis subornata,Desert Whitetail,G4,S3,N,-,-,-,N,Y,Fully Tracked
Insects,18326,Plauditus cestus,Plauditus cestus,Band- bellied Small Minnow Mayfly,G5,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,19724,Plauditus virilis,Plauditus virilis,Virile Small Minnow Mayfly,G5,S1,N,-,-,-,N,Y,Fully Tracked
Insects,17488,Polites origenes,Polites origenes,Cross- line Skipper,G5?,S3,N,-,-,-,N,N,Fully Tracked
Insects,22389,Polites rhesus,Polites rhesus,Rhesus Skipper,G4,S2S3,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Insects,19112,Polites sabuleti ministigma,Polites sabuleti ministigma,San Luis Sandhill Skipper,G5T3,S1,Y,-,-,-,N,N,Fully Tracked
Insects,398015,Prognorisma substrigata,Prognorisma substrigata,A Noctuid Moth,G4,S1,N,-,-,-,N,N,Fully Tracked
Insects,20406,Progomphus obscurus,Progomphus obscurus,Common Sanddragon,G5,S1S2,N,-,-,-,N,Y,Fully Tracked
Insects,17208,Proserpinus flavofasciata,Proserpinus flavofasciata,Yellow- banded Day Sphinx,G4G5,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Insects,18845,Pseudiron centralis,Pseudiron centralis,White Sand- river Mayfly,G5,S2?,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,399030,Pseudohermonassa ononensis,Pseudohermonassa ononensis,A Dart Moth,GNR,S2,Y,-,-,-,N,N,Fully Tracked
Insects,25201,Psychoronia costalis,Psychoronia costalis,A Caddisfly,G4,S3,N,-,-,-,N,Y,Watchlisted Only
Insects,44470,Pteronarcys californica,Pteronarcys californica,Giant Salmonfly,G5,SNR,N,-,-,SWAP Tier 2,N,Y,Watchlisted Only
Insects,44180,Pygarctia neomexicana,Pygarctia neomexicana,Drooping Star- of- Bethlehem,G3,S1,N,-,-,-,N,N,Fully Tracked
Insects,19150,Pyrgus ruralis,Pyrgus ruralis,Two- banded Skipper,G5,S3,N,-,-,-,N,Y,Watchlisted Only
Insects,19007,Pyrgus xanthus,Pyrgus xanthus,Xanthus Skipper,G3,S3,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Insects,21051,Rhithrogena flavianula,Rhithrogena flavianula,A Mayfly,G1G3,SH,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,40738,Rhithrogena manifesta,Rhithrogena manifesta,Central Flat- headed Mayfly,G5,S1,N,-,-,-,N,Y,Fully Tracked
Insects,23515,Sagenosoma elsa,Sagenosoma elsa,A Sphinx Moth,G4G5,S1?,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Insects,16922,Satyrium semiluna,Satyrium semiluna,Sooty Gossamer Wing,G4,S3,N,-,-,-,N,N,Watchlisted Only
Insects,22054,Lethe eurydice fumosus,Satyrodes eurydice fumosa,Smoky Eyed Brown Butterfly,G5T3T4,S1,N,-,-,-,Y,Y,Fully Tracked
Insects,21789,Schinia avemensis,Schinia avemensis,Gold- edged Gem,G1G3,S2,N,-,-,-,N,N,Fully Tracked
Insects,399018,Schinia hardwickorum,Schinia hardwickorum,A Noctuid Moth,GNR,S1,Y,-,-,-,N,N,Fully Tracked
Insects,21415,Somatochlora ensigera,Somatochlora ensigera,Plains Emerald,G4,SH,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,23980,Somatochlora hudsonica,Somatochlora hudsonica,Hudsonian Emerald,G5,S1,N,-,-,"SWAP Tier 2, USFS",N,Y,Fully Tracked
Insects,22708,Somatochlora minor,Somatochlora minor,Ocellated Emerald,G5,S1,N,-,-,-,N,Y,Fully Tracked
Insects,21896,Argynnis idalia,Speyeria idalia,Regal Fritillary,G3?,S1,N,-,-,"SWAP Tier 2, USFS",Y,Y,Fully Tracked
Insects,16900,Argynnis nokomis nokomis,Speyeria nokomis nokomis,Great Basin Silverspot Butterfly,G3T1,S1,N,-,-,"BLM, SWAP Tier 2, USFS",Y,Y,Fully Tracked
Insects,17132,Stinga morrisoni,Stinga morrisoni,Morrison's Skipper,G4G5,S3S4,N,-,-,-,N,N,Fully Tracked
Insects,21977,Stylurus intricatus,Stylurus intricatus,Brimstone Clubtail,G4,S2,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,17141,Susperatus prudens,Susperatus prudens,Prudent Small Square- gilled Mayfly,G4,S1,N,-,-,-,N,Y,Fully Tracked
Insects,19118,Susperatus tuberculatus,Susperatus tuberculatus,A Small Square- gilled Mayfly,G1G2,S1S2,Y,-,-,-,N,Y,Fully Tracked
Insects,21137,Suwallia wardi,Suwallia wardi,A Stonefly,G3,S2,N,-,-,-,N,Y,Fully Tracked
Insects,24243,Sympetrum costiferum,Sympetrum costiferum,Saffron- winged Meadowhawk,G5,S3,N,-,-,-,N,Y,Fully Tracked
Insects,22136,Sympetrum madidum,Sympetrum madidum,Red- veined Meadowfly,G5,S2,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Insects,399015,Sympistis babi,Sympistis babi,A Noctuid Moth,GNR,S2,N,-,-,-,N,N,Fully Tracked
Insects,404016,Sympistis dayi,Sympistis dayi,A Noctuid Moth,GNR,S3,N,-,-,-,N,N,Fully Tracked
Insects,399014,Sympistis hapi,Sympistis hapi,A Noctuid Moth,GNR,S2,N,-,-,-,N,N,Fully Tracked
Insects,399016,Sympistis minor,Sympistis minor,A Noctuid Moth,GNR,S2,N,-,-,-,N,N,Fully Tracked
Insects,399029,Xestia colorado,Xestia colorado,A Noctuid Moth,GNR,S3,Y,-,-,-,N,N,Fully Tracked
Insects,404021,Xestia imperita,Xestia imperita,A Noctuid Moth,G5,S2,N,-,-,-,N,N,Fully Tracked
Insects,17849,Zestusa dorus,Zestusa dorus,Short- tailed Arizona Skipper,G5,S1,N,-,-,-,N,N,Fully Tracked
Mammals,20468,Blarina hylophaga,Blarina hylophaga,Short- tailed Shrew,G5,SH,N,-,-,-,N,N,Fully Tracked
Mammals,44638,Brachylagus idahoensis,Brachylagus idahoensis,Pygmy Rabbit,G4,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Mammals,19312,Conepatus leuconotus,Conepatus leuconotus,Common Hog- nosed Skunk,G4,S1,N,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Mammals,21654,Corynorhinus townsendii pallescens,Corynorhinus townsendii pallescens,Townsend's Big- eared Bat Subsp,G4T3T4,S2,N,-,SC,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Mammals,21392,Cratogeomys castanops,Cratogeomys castanops,Yellow- faced Pocket Gopher,G5,S4,N,-,-,-,N,N,Watchlisted Only
Mammals,21389,Cynomys gunnisoni,Cynomys gunnisoni,Gunnison's Prairie Dog,G3?,S5,N,-,-,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Mammals,44176,Cynomys gunnisoni pop. 1,Cynomys gunnisoni pop. 1,Gunnison's Prairie Dog -  Montane Population,G3?T2Q,S2,N,-,-,BLM,N,N,Fully Tracked
Mammals,22665,Cynomys leucurus,Cynomys leucurus,White- tailed Prairie Dog,G4,S4,N,-,-,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Mammals,17796,Cynomys ludovicianus,Cynomys ludovicianus,Black- tailed Prairie Dog,G4,S3,N,-,SC,"BLM, SWAP Tier 2, USFS",N,N,Fully Tracked
Mammals,22038,Dipodomys ordii priscus,Dipodomys ordii priscus,Ord's Kangaroo Rat Subsp,G5T4T5,S3,N,-,-,-,N,N,Fully Tracked
Mammals,21504,Euderma maculatum,Euderma maculatum,Spotted Bat,G4,S2,N,-,-,"BLM, SWAP Tier 1, USFS",N,N,Fully Tracked
Mammals,19854,Gulo gulo,Gulo gulo,Wolverine,G4,S1,N,-,SE,SWAP Tier 1,Y,N,Fully Tracked
Mammals,19797,Ictidomys tridecemlineatus blanca,Ictidomys tridecemlineatus blanca,Thirteen- lined Ground Squirrel Subsp,G5T3,S3,Y,-,-,-,N,N,Fully Tracked
Mammals,44132,Idionycteris phyllotis,Idionycteris phyllotis,Allen's big- eared bat,G4,S1,N,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Mammals,21160,Lasionycteris noctivagans,Lasionycteris noctivagans,Silver- haired Bat,G3G4,S3S4,N,-,-,-,N,Y,Watchlisted Only
Mammals,17057,Lasiurus borealis,Lasiurus borealis,Eastern Red Bat,G3G4,S2S3B,N,-,-,-,N,Y,Watchlisted Only
Mammals,23293,Lasiurus cinereus,Lasiurus cinereus,Hoary Bat,G3G4,S3S4B,N,-,-,"SWAP Tier 2, USFS",N,Y,Watchlisted Only
Mammals,18820,Lemmiscus curtatus,Lemmiscus curtatus,Sagebrush Vole,G5,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Mammals,24101,Lynx canadensis,Lynx canadensis,Lynx,G5,S1,N,LT,SE,SWAP Tier 1,Y,N,Fully Tracked
Mammals,18868,Mustela nigripes,Mustela nigripes,Black- footed Ferret,G1,S1,N,"LE, XN",SE,SWAP Tier 1,N,N,Fully Tracked
Mammals,17196,Myotis thysanodes,Myotis thysanodes,Fringed Myotis,G4,S3,N,-,-,"BLM, SWAP Tier 1, USFS",N,Y,Fully Tracked
Mammals,23470,Neotamias dorsalis,Neotamias dorsalis,Cliff Chipmunk,G5,S2,N,-,-,-,N,N,Fully Tracked
Mammals,20777,Neotamias quadrivittatus,Neotamias quadrivittatus,Colorado Chipmunk,G5,S5,N,-,-,-,N,N,Watchlisted Only
Mammals,22885,Neotamias rufus,Neotamias rufus,Hopi Chipmunk,G5,S5,N,-,-,-,N,N,Watchlisted Only
Mammals,22227,Neotoma albigula brevicauda,Neotoma albigula brevicauda,White- throated Woodrat Subsp,G5T2,S1,N,-,-,-,N,N,Fully Tracked
Mammals,16870,Neotoma micropus,Neotoma micropus,Southern Plains Woodrat,G5,S3,N,-,-,-,N,N,Fully Tracked
Mammals,18342,Nyctinomops macrotis,Nyctinomops macrotis,Big Free- tailed Bat,G5,S1,N,-,-,"BLM, SWAP Tier 2",N,N,Fully Tracked
Mammals,19262,Perimyotis subflavus,Perimyotis subflavus,Tricolored Bat,G3G4,S2,N,-,-,-,N,N,Fully Tracked
Mammals,21957,Perognathus fasciatus,Perognathus fasciatus,Olive- backed Pocket Mouse,G5,S3,N,-,-,SWAP Tier 1,N,N,Fully Tracked
Mammals,18429,Perognathus flavescens caryi,Perognathus flavescens caryi,Plains Pocket Mouse Subsp,G5T3T4,S3,N,-,-,-,N,N,Fully Tracked
Mammals,19571,Perognathus flavescens relictus,Perognathus flavescens relictus,Plains Pocket Mouse Subsp,G5T2,S2,N,-,-,-,N,N,Fully Tracked
Mammals,21302,Perognathus flavus hopiensis,Perognathus flavus hopiensis,Silky Pocket Mouse Subsp,G5T4,S1,N,-,-,-,N,N,Fully Tracked
Mammals,17332,Perognathus flavus sanluisi,Perognathus flavus sanluisi,Silky Pocket Mouse Subsp,G5T3,S2,Y,-,-,-,N,N,Fully Tracked
Mammals,24171,Perognathus mollipilosus,Perognathus mollipilosus,Great Basin Pocket Mouse,GNR,S1,N,-,-,-,N,N,Fully Tracked
Mammals,23548,Reithrodontomys montanus montanus,Reithrodontomys montanus montanus,Plains Harvest Mouse Subsp,G5T3T4,SH,Y,-,-,-,N,N,Fully Tracked
Mammals,22453,Sorex eximius montanus,Sorex eximius montanus,Pygmy Shrew,GNRT2T3,S2,N,-,-,"SWAP Tier 2, USFS",N,N,Fully Tracked
Mammals,21551,Sorex nanus,Sorex nanus,Dwarf Shrew,G4,S2,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Mammals,23318,Sorex preblei,Sorex preblei,Preble's Shrew,G4,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Mammals,23042,Spilogale putorius,Spilogale putorius,Eastern Spotted Skunk,G4,S2,N,-,-,-,N,N,Fully Tracked
Mammals,19227,Tadarida brasiliensis,Tadarida brasiliensis,Brazilian Free- tailed Bat,G5,S1,N,-,-,-,N,Y,Watchlisted Only
Mammals,22527,Thomomys bottae cultellus,Thomomys bottae cultellus,Botta's Pocket Gopher Subsp,G5T3Q,S3,Y,-,-,-,N,N,Fully Tracked
Mammals,21746,Thomomys bottae howelli,Thomomys bottae howelli,Botta's Pocket Gopher Subsp,G5T4,S3,N,-,-,-,N,N,Fully Tracked
Mammals,22639,Thomomys bottae pervagus,Thomomys bottae pervagus,Botta's Pocket Gopher Subsp,G5T3,S3,Y,-,-,-,N,N,Fully Tracked
Mammals,17698,Thomomys bottae rubidus,Thomomys bottae rubidus,Botta's Pocket Gopher Subsp,G5T1T2,S1,Y,-,SC,SWAP Tier 2,N,N,Fully Tracked
Mammals,23456,Thomomys talpoides agrestis,Thomomys talpoides agrestis,Northern Pocket Gopher Subsp,G5T3,S3,Y,-,-,-,N,N,Fully Tracked
Mammals,19995,Thomomys talpoides macrotis,Thomomys talpoides macrotis,Northern Pocket Gopher Subsp,G5T1,S1,Y,-,SC,-,N,N,Fully Tracked
Mammals,19708,Vulpes macrotis,Vulpes macrotis,Kit Fox,G4,S1,N,-,SE,"BLM, SWAP Tier 2, USFS",Y,N,Fully Tracked
Mammals,21012,Vulpes velox,Vulpes velox,Swift Fox,G3,S3,N,-,SC,"BLM, SWAP Tier 2, USFS",Y,N,Fully Tracked
Mammals,22705,Xerospermophilus spilosoma cryptospilotus,Xerospermophilus spilosoma cryptospilotus,Spotted Ground Squirrel Subsp,G5T4,S1,N,-,-,-,N,N,Watchlisted Only
Mammals,21069,Zapus hudsonius luteus,Zapus hudsonius luteus,Meadow Jumping Mouse Subsp,G5T1,S1,N,LE,-,"BLM, SWAP Tier 1, USFS",N,Y,Fully Tracked
Mammals,21289,Zapus hudsonius preblei,Zapus hudsonius preblei,Meadow Jumping Mouse Subsp,G5T2,S1,N,LT,ST,SWAP Tier 1,Y,Y,Fully Tracked
Mollusks,17835,Acroloxus coloradensis,Acroloxus coloradensis,Rocky Mountain Capshell,G3G4,S1,N,-,SC,"SWAP Tier 2, USFS",N,Y,Fully Tracked
Mollusks,23663,Pyganodon grandis,Anodonta grandis,Giant Floater,G5,S2,N,-,-,-,N,Y,Fully Tracked
Mollusks,22861,Anodontoides ferussacianus,Anodontoides ferussacianus,Cylindrical Papershell,G5,S2,N,-,SC,SWAP Tier 2,N,Y,Fully Tracked
Mollusks,364054,Ferrissia fragilis,Ferrissia fragilis,Fragile Ancylid,G5,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Mollusks,18687,Lymnaea stagnalis,Lymnaea stagnalis,Swampy Lymnaea,G5,S2,N,-,-,-,N,N,Fully Tracked
Mollusks,19202,Physella acuta,Physa cupreonitens,Hot Springs Physa,G5,S2,Y,-,-,SWAP Tier 2,N,N,Fully Tracked
Mollusks,22867,Physa skinneri,Physa skinneri,Glass Physa,G5,S2,N,-,-,-,N,Y,Fully Tracked
Mollusks,22615,Physella utahensis,Physa utahensis,Banded Physa,G3,S1,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Mollusks,21239,Pisidium sanguinichristi,Pisidium sanguinichristi,Sangre de Cristo Peaclam,G1,SNA,N,-,-,-,N,N,Fully Tracked
Mollusks,22917,Promenetus exacuous,Promenetus exacuous,Sharp Sprite,G5,S2,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Mollusks,19008,Promenetus umbilicatellus,Promenetus umbilicatellus,Umbilicate Sprite,G4,S3,N,-,-,SWAP Tier 2,N,Y,Fully Tracked
Mollusks,18371,Uniomerus tetralasmus,Uniomerus tetralasmus,Pondhorn,G5,S1,N,-,-,SWAP Tier 2,N,N,Fully Tracked
Mollusks,17909,Valvata sincera,Valvata sincera,Mossy Valvata,G5,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364551,Abies concolor - (Pseudotsuga menziesii) / Jamesia americana - Holodiscus dumosus Scree Woodland,Abies concolor  -  (Pseudotsuga menziesii)  /  Jamesia americana  -  Holodiscus dumosus Scree Woodland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,24810,Abies concolor - Picea pungens - Populus angustifolia / Acer glabrum Forest,Abies concolor  -  Picea pungens  -  Populus angustifolia  /  Acer glabrum Forest,Montane Riparian Forests,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24482,Abies concolor - Pseudotsuga menziesii / Acer glabrum Forest,Abies concolor  -  Pseudotsuga menziesii  /  Acer glabrum Forest,Mixed Montane Forests,G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24704,Abies concolor - Pseudotsuga menziesii / Carex rossii Forest,Abies concolor  -  Pseudotsuga menziesii  /  Carex rossii Forest,Lower Montane Forests,G2?,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24688,Abies concolor - Pseudotsuga menziesii / Erigeron eximius Forest,Abies concolor  -  Pseudotsuga menziesii  /  Erigeron eximius Forest,Mixed Montane Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24643,Abies concolor - Pseudotsuga menziesii / Vaccinium myrtillus Forest,Abies concolor  -  Pseudotsuga menziesii  /  Vaccinium myrtillus Forest,Mixed Montane Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24933,Abies concolor / Arctostaphylos uva-ursi Forest,Abies concolor  /  Arctostaphylos uva - ursi Forest,Mixed Montane Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24478,Abies concolor / Festuca arizonica Woodland,Abies concolor  /  Festuca arizonica Woodland,Mixed Montane Forests,G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24696,Abies concolor / Mahonia repens Forest,Abies concolor  /  Mahonia repens Forest,Mixed Montane Forests,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24975,Abies concolor / Quercus gambelii Forest,Abies concolor  /  Quercus gambelii Forest,Mixed Montane Forests,G5,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24488,Abies concolor / Symphoricarpos oreophilus Forest,Abies concolor  /  Symphoricarpos oreophilus Forest,Mixed Montane Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364635,Abies lasiocarpa - Picea engelmannii / Acer glabrum Forest,Abies lasiocarpa  -  Picea engelmannii  /  Acer glabrum Forest,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24684,Abies lasiocarpa - Picea engelmannii / Alnus incana Riparian Forest,Abies lasiocarpa  -  Picea engelmannii  /  Alnus incana Swamp Forest,Montane Riparian Forests,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24662,Abies lasiocarpa - Picea engelmannii / Calamagrostis canadensis Swamp Forest,Abies lasiocarpa  -  Picea engelmannii  /  Calamagrostis canadensis Swamp Forest,Montane Riparian Forests,G5,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24625,Abies lasiocarpa - Picea engelmannii / Carex geyeri Forest,Abies lasiocarpa  -  Picea engelmannii  /  Carex geyeri Forest,Subalpine Forests,G5,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364584,Abies lasiocarpa - Picea engelmannii / Juniperus communis Woodland,Abies lasiocarpa  -  Picea engelmannii  /  Juniperus communis Woodland,-,G4G5,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24480,Abies lasiocarpa - Picea engelmannii / Mertensia ciliata Riparian Forest,Abies lasiocarpa  -  Picea engelmannii  /  Mertensia ciliata Swamp Forest,Montane Riparian Forests,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24924,Abies lasiocarpa - Picea engelmannii / Moss Forest,Abies lasiocarpa  -  Picea engelmannii  /  Moss Forest,Subalpine Forests,G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24922,Abies lasiocarpa - Picea engelmannii / Polemonium pulcherrimum Forest,Abies lasiocarpa  -  Picea engelmannii  /  Polemonium pulcherrimum Forest,Subalpine Forests,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24897,"Abies lasiocarpa - Picea engelmannii / Ribes (montigenum, lacustre, inerme) Forest","Abies lasiocarpa  -  Picea engelmannii  /  Ribes (montigenum, lacustre, inerme) Forest",Coniferous Wetland Forests,G5,S3,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24784,"Abies lasiocarpa - Picea engelmannii / Salix (brachycarpa, glauca) Krummholz","Abies lasiocarpa  -  Picea engelmannii  /  Salix (brachycarpa, glauca) Krummholz",Krummholz,GUQ,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24905,Abies lasiocarpa - Picea engelmannii / Salix drummondiana Riparian Forest,Abies lasiocarpa  -  Picea engelmannii  /  Salix drummondiana Swamp Forest,Montane Riparian Forest,G5,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24507,Abies lasiocarpa - Picea engelmannii / Vaccinium cespitosum Forest,Abies lasiocarpa  -  Picea engelmannii  /  Vaccinium cespitosum Forest,Subalpine Fir / Dwarf Bilberry,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24534,Abies lasiocarpa - Picea engelmannii / Vaccinium myrtillus Forest,Abies lasiocarpa  -  Picea engelmannii  /  Vaccinium myrtillus Forest,Subalpine Forests,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24525,Abies lasiocarpa - Picea engelmannii / Vaccinium scoparium Forest,Abies lasiocarpa  -  Picea engelmannii  /  Vaccinium scoparium Forest,Subalpine Forests,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364504,Abies lasiocarpa - Picea engelmannii Krummholz,Abies lasiocarpa  -  Picea engelmannii Krummholz,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24896,Abies lasiocarpa - Picea engelmannii Ribbon Forest,Abies lasiocarpa  -  Picea engelmannii Ribbon Forest,Krummholz,GUQ,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24988,Abies lasiocarpa / Carex aquatilis Swamp Forest,Abies lasiocarpa  /  Carex aquatilis Swamp Forest,Subalpine Riparian / wetland Forest,G4,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364605,Abies lasiocarpa / Carex rossii Forest,Abies lasiocarpa  /  Carex rossii Forest,-,G4G5,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24691,Abies lasiocarpa / Erigeron eximius Forest,Abies lasiocarpa  /  Erigeron eximius Forest,Subalpine Forests,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364503,Abies lasiocarpa / Pedicularis racemosa Forest,Abies lasiocarpa  /  Pedicularis racemosa Forest,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24746,Abies lasiocarpa / Rubus parviflorus Forest,Abies lasiocarpa  /  Rubus parviflorus Forest,Subalpine Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24506,Abies lasiocarpa / Trautvetteria caroliniensis Riparian Forest,Abies lasiocarpa  /  Trautvetteria caroliniensis Swamp Forest,Subalpine Fir / Carolina Tasselrue,G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364598,Acer glabrum Drainage Bottom Wet Shrubland,Acer glabrum Drainage Bottom Wet Shrubland,-,G4?,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,44146,Acer negundo - Celtis laevigata var. reticulata Riparian Woodland,Acer negundo  -  Celtis laevigata var. reticulata Riparian Woodland,-,GNR,SNR,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24479,Acer negundo - Populus angustifolia / Cornus sericea Riparian Forest,Acer negundo  -  Populus angustifolia  /  Cornus sericea Riparian Forest,Narrowleaf Cottonwood Riparian Forests,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24887,Acer negundo / Betula occidentalis Riparian Woodland,Acer negundo  /  Betula occidentalis Riparian Woodland,Boxelder / River Birch,G1G2,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24831,Acer negundo / Cornus sericea Riparian Forest,Acer negundo  /  Cornus sericea Riparian Forest,Montane Riparian Deciduous Forest,G3?,S1,N,-,-,-,N,Y,Fully Tracked
