"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"CACH42","CARE23","CARE23","Cardaria repens (Schrenk) Jarmolenko","Cardaria","repens","Brassicaceae"
"CACH42","LEDRC","LEDRC","Lepidium draba L. ssp. chalepense (L.) Thell.","Lepidium","draba","Brassicaceae"
"CACH42","LERE8","LERE8","Lepidium repens (Schrenk) Boiss.","Lepidium","repens","Brassicaceae"
"CACL7",NA,"CACL7","Caryopteris ×clandonensis hort. ex Rehder [incana × mongholica]","Caryopteris","clandonensis","Verbenaceae"
"CACO10",NA,"CACO10","Carex concinna R. Br.","Carex","concinna","Cyperaceae"
"CACO6",NA,"CACO6","Cardamine cordifolia A. Gray","Cardamine","cordifolia","Brassicaceae"
"CACOC",NA,"CACOC","Cardamine cordifolia A. Gray var. cordifolia","Cardamine","cordifolia","Brassicaceae"
"CACOC","CAUI","CAUI","Cardamine uintahensis F.J. Herm.","Cardamine","uintahensis","Brassicaceae"
"CACOI",NA,"CACOI","Cardamine cordifolia A. Gray var. incana A. Gray ex M.E. Jones","Cardamine","cordifolia","Brassicaceae"
"CACR11",NA,"CACR11","Caulanthus crassicaulis (Torr.) S. Watson","Caulanthus","crassicaulis","Brassicaceae"
"CACR3",NA,"CACR3","Carex crawei Dewey","Carex","crawei","Cyperaceae"
"CACRC",NA,"CACRC","Caulanthus crassicaulis (Torr.) S. Watson var. crassicaulis","Caulanthus","crassicaulis","Brassicaceae"
"CACRC","STCR8","STCR8","Streptanthus crassicaulis Torr.","Streptanthus","crassicaulis","Brassicaceae"
"CADE9",NA,"CADE9","Carex deweyana Schwein.","Carex","deweyana","Cyperaceae"
"CADED4",NA,"CADED4","Carex deweyana Schwein. var. deweyana","Carex","deweyana","Cyperaceae"
"CADI4",NA,"CADI4","Carex diandra Schrank","Carex","diandra","Cyperaceae"
"CADI6",NA,"CADI6","Carex disperma Dewey","Carex","disperma","Cyperaceae"
"CADO2",NA,"CADO2","Carex douglasii Boott","Carex","douglasii","Cyperaceae"
"CADR",NA,"CADR","Cardaria draba (L.) Desv.","Cardaria","draba","Brassicaceae"
"CADR","LEDR","LEDR","Lepidium draba L.","Lepidium","draba","Brassicaceae"
"CADR","LEDRD","LEDRD","Lepidium draba L. ssp. draba","Lepidium","draba","Brassicaceae"
"CADU6",NA,"CADU6","Carex duriuscula C.A. Mey.","Carex","duriuscula","Cyperaceae"
"CADU6","CAEL2","CAEL2","Carex eleocharis L.H. Bailey","Carex","eleocharis","Cyperaceae"
"CADU6","CAST40","CAST40","Carex stenophylla auct. non Wahlenb.","Carex","stenophylla","Cyperaceae"
"CADU6","CASTE3","CASTE3","Carex stenophylla Wahlenb. ssp. eleocharis (L.H. Bailey) Hultén","Carex","stenophylla","Cyperaceae"
"CADU6","CASTE5","CASTE5","Carex stenophylla Wahlenb. var. enervis Kük.","Carex","stenophylla","Cyperaceae"
"CAEA",NA,"CAEA","Camissonia eastwoodiae (Munz) P.H. Raven","Camissonia","eastwoodiae","Onagraceae"
"CAEA","OEEA","OEEA","Oenothera eastwoodiae (Munz) P.H. Raven","Oenothera","eastwoodiae","Onagraceae"
"CAEA","OESCE","OESCE","Oenothera scapoidea Nutt. ex Torr. & A. Gray var. eastwoodiae Munz","Oenothera","scapoidea","Onagraceae"
"CAEB",NA,"CAEB","Carex ebenea Rydb.","Carex","ebenea","Cyperaceae"
"CAEC",NA,"CAEC","Carex echinata Murray","Carex","echinata","Cyperaceae"
"CAECE",NA,"CAECE","Carex echinata Murray ssp. echinata","Carex","echinata","Cyperaceae"
"CAECE","CAAN23","CAAN23","Carex angustior Mack.","Carex","angustior","Cyperaceae"
"CAECE","CAANG2","CAANG2","Carex angustior Mack. var. gracilenta R.T. Clausen & Wahl","Carex","angustior","Cyperaceae"
"CAECE","CACE5","CACE5","Carex cephalantha (L.H. Bailey) E.P. Bicknell","Carex","cephalantha","Cyperaceae"
"CAECE","CAECA","CAECA","Carex echinata Murray var. angustata (Carey) L.H. Bailey","Carex","echinata","Cyperaceae"
"CAECE","CAHA30","CAHA30","Carex hawaiiensis H. St. John","Carex","hawaiiensis","Cyperaceae"
"CAECE","CAJO4","CAJO4","Carex josselynii (Fernald) Mack. ex Pease","Carex","josselynii","Cyperaceae"
"CAECE","CALA54","CALA54","Carex laricina Mack. ex Bright","Carex","laricina","Cyperaceae"
"CAECE","CALE33","CALE33","Carex leersii Willd.","Carex","leersii","Cyperaceae"
"CAECE","CAMUA3","CAMUA3","Carex muricata L. var. angustata (Carey) Carey ex Gleason","Carex","muricata","Cyperaceae"
"CAECE","CAMUC2","CAMUC2","Carex muricata L. var. cephalantha (L.H. Bailey) Wiegand & Eames","Carex","muricata","Cyperaceae"
"CAECE","CAMUL","CAMUL","Carex muricata L. var. laricina (Mack. ex Bright) Gleason","Carex","muricata","Cyperaceae"
"CAECE","CAOR2","CAOR2","Carex ormantha (Fernald) Mack.","Carex","ormantha","Cyperaceae"
"CAECE","CAPHA","CAPHA","Carex phyllomanica W. Boott var. angustata (Carey) B. Boivin","Carex","phyllomanica","Cyperaceae"
"CAECE","CAPHO","CAPHO","Carex phyllomanica W. Boott var. ormantha (Fernald) B. Boivin","Carex","phyllomanica","Cyperaceae"
"CAECE","CASV","CASV","Carex svensonis Skottsb.","Carex","svensonis","Cyperaceae"
"CAEG",NA,"CAEG","Carex egglestonii Mack.","Carex","egglestonii","Cyperaceae"
"CAEL3",NA,"CAEL3","Carex elynoides T. Holm","Carex","elynoides","Cyperaceae"
"CAEM2",NA,"CAEM2","Carex emoryi Dewey","Carex","emoryi","Cyperaceae"
"CAEM2","CASTE4","CASTE4","Carex stricta Lam. var. elongata (Boeckeler) Gleason","Carex","stricta","Cyperaceae"
"CAEN3",NA,"CAEN3","Carex engelmannii L.H. Bailey","Carex","engelmannii","Cyperaceae"
"CAEN3","CABRP3","CABRP3","Carex breweri Boott var. paddoensis (Suksd.) Cronquist","Carex","breweri","Cyperaceae"
"CAEX5",NA,"CAEX5","Carex exsiccata L.H. Bailey","Carex","exsiccata","Cyperaceae"
"CAEX5","CAVEM3","CAVEM3","Carex vesicaria L. var. major Boott","Carex","vesicaria","Cyperaceae"
"CAFI",NA,"CAFI","Carex filifolia Nutt.","Carex","filifolia","Cyperaceae"
"CAFI","CAEL16","CAEL16","Carex elyniformis A.E. Porsild","Carex","elyniformis","Cyperaceae"
"CAFI","CAFIF3","CAFIF3","Carex filifolia Nutt. var. filifolia","Carex","filifolia","Cyperaceae"
"CAFL",NA,"CAFL","Calochortus flexuosus S. Watson","Calochortus","flexuosus","Liliaceae"
"CAFL7",NA,"CAFL7","Castilleja flava S. Watson","Castilleja","flava","Scrophulariaceae"
"CAFLF3",NA,"CAFLF3","Castilleja flava S. Watson var. flava","Castilleja","flava","Scrophulariaceae"
"CAFLF3","CAEL17","CAEL17","Castilleja elkoensis Edwin","Castilleja","elkoensis","Scrophulariaceae"
"CAFLF3","CALI13","CALI13","Castilleja linoides A. Gray","Castilleja","linoides","Scrophulariaceae"
"CAGE",NA,"CAGE","Carex geophila Mack.","Carex","geophila","Cyperaceae"
"CAGE2",NA,"CAGE2","Carex geyeri Boott","Carex","geyeri","Cyperaceae"
"CAGI3",NA,"CAGI3","Calamovilfa gigantea (Nutt.) Scribn. & Merr.","Calamovilfa","gigantea","Poaceae"
"CAGI3","CAGI2","CAGI2","Calamagrostis gigantea Nutt.","Calamagrostis","gigantea","Poaceae"
"CAGI3","SPAR10","SPAR10","Sporobolus arenicola P.M. Peterson","Sporobolus","arenicola","Poaceae"
"CAGL2",NA,"CAGL2","Campanula glomerata L.","Campanula","glomerata","Campanulaceae"
"CAGR4",NA,"CAGR4","Carex gravida L.H. Bailey","Carex","gravida","Cyperaceae"
"CAGRG2",NA,"CAGRG2","Carex gravida L.H. Bailey var. gravida","Carex","gravida","Cyperaceae"
"CAGRL",NA,"CAGRL","Carex gravida L.H. Bailey var. lunelliana (Mack.) F.J. Herm.","Carex","gravida","Cyperaceae"
"CAGRL","CALU15","CALU15","Carex lunelliana Mack.","Carex","lunelliana","Cyperaceae"
"CAGU",NA,"CAGU","Calochortus gunnisonii S. Watson","Calochortus","gunnisonii","Liliaceae"
"CAGUG",NA,"CAGUG","Calochortus gunnisonii S. Watson var. gunnisonii","Calochortus","gunnisonii","Liliaceae"
"CAGY2",NA,"CAGY2","Carex gynocrates Wormsk. ex Drejer","Carex","gynocrates","Cyperaceae"
"CAGY2","CADIG","CADIG","Carex dioica L. ssp. gynocrates (Wormsk. ex Drejer) Hultén","Carex","dioica","Cyperaceae"
"CAGY2","CADIG2","CADIG2","Carex dioica L. var. gynocrates (Wormsk. ex Drejer) Ostenf.","Carex","dioica","Cyperaceae"
"CAGY2","CAPA57","CAPA57","Carex parallela auct. non (Laest.) Sommerf.","Carex","parallela","Cyperaceae"
"CAHA14",NA,"CAHA14","Calylophus hartwegii (Benth.) P.H. Raven","Calylophus","hartwegii","Onagraceae"
"CAHA16",NA,"CAHA16","Castilleja haydenii (A. Gray) Cockerell","Castilleja","haydenii","Scrophulariaceae"
"CAHA3",NA,"CAHA3","Carex hallii Olney","Carex","hallii","Cyperaceae"
"CAHA3","CAPAH3","CAPAH3","Carex parryana Dewey ssp. hallii (Olney) D.F. Murray","Carex","parryana","Cyperaceae"
"CAHA3","CAPAH4","CAPAH4","Carex parryana Dewey var. hallii (Olney) Kük.","Carex","parryana","Cyperaceae"
"CAHA3","CAPAU","CAPAU","Carex parryana Dewey var. unica L.H. Bailey","Carex","parryana","Cyperaceae"
"CAHA6",NA,"CAHA6","Carex haydeniana Olney","Carex","haydeniana","Cyperaceae"
"CAHA6","CAFED","CAFED","Carex festiva Dewey var. decumbens T. Holm","Carex","festiva","Cyperaceae"
"CAHA6","CAMAH","CAMAH","Carex macloviana d'Urv. ssp. haydeniana (Olney) Roy L. Taylor & MacBryde","Carex","macloviana","Cyperaceae"
"CAHA6","CANU14","CANU14","Carex nubicola Mack.","Carex","nubicola","Cyperaceae"
"CAHAF",NA,"CAHAF","Calylophus hartwegii (Benth.) P.H. Raven ssp. fendleri (A. Gray) Towner & P.H. Raven","Calylophus","hartwegii","Onagraceae"
"CAHAF","OEFE","OEFE","Oenothera fendleri A. Gray","Oenothera","fendleri","Onagraceae"
"CAHAF","OEHAF3","OEHAF3","Oenothera hartwegii Benth. var. fendleri (A. Gray) A. Gray","Oenothera","hartwegii","Onagraceae"
"CAHAP",NA,"CAHAP","Calylophus hartwegii (Benth.) P.H. Raven ssp. pubescens (A. Gray) Towner & P.H. Raven","Calylophus","hartwegii","Onagraceae"
"CAHAP","CAHAP2","CAHAP2","Calylophus hartwegii (Benth.) P.H. Raven var. pubescens (A. Gray) Shinners","Calylophus","hartwegii","Onagraceae"
"CAHAP","GACA11","GACA11","Galpinsia camporum Wooton & Standl.","Galpinsia","camporum","Onagraceae"
"CAHAP","GAIN2","GAIN2","Galpinsia interior Small","Galpinsia","interior","Onagraceae"
"CAHAP","OEGR5","OEGR5","Oenothera greggii A. Gray","Oenothera","greggii","Onagraceae"
"CAHAP","OEGRL2","OEGRL2","Oenothera greggii A. Gray var. lampasana (Buckley) Munz","Oenothera","greggii","Onagraceae"
"CAHAP","OEGRP2","OEGRP2","Oenothera greggii A. Gray var. pubescens A. Gray","Oenothera","greggii","Onagraceae"
"CAHE2",NA,"CAHE2","Callitriche hermaphroditica L.","Callitriche","hermaphroditica","Callitrichaceae"
"CAHE2","CAAU15","CAAU15","Callitriche autumnalis L.","Callitriche","autumnalis","Callitrichaceae"
"CAHE3",NA,"CAHE3","Callitriche heterophylla Pursh","Callitriche","heterophylla","Callitrichaceae"
"CAHE8",NA,"CAHE8","Carex heteroneura W. Boott","Carex","heteroneura","Cyperaceae"
"CAHEB",NA,"CAHEB","Carex heteroneura W. Boott var. brevisquama F.J. Herm.","Carex","heteroneura","Cyperaceae"
"CAHEC",NA,"CAHEC","Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.","Carex","heteroneura","Cyperaceae"
"CAHEC","CAATC2","CAATC2","Carex atrata L. var. chalciolepis (T. Holm) Kük.","Carex","atrata","Cyperaceae"
"CAHEC","CACH21","CACH21","Carex chalciolepis T. Holm","Carex","chalciolepis","Cyperaceae"
"CAHEE",NA,"CAHEE","Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.","Carex","heteroneura","Cyperaceae"
"CAHEE","CAAT13","CAAT13","Carex atrata auct. non L. p.p.","Carex","atrata","Cyperaceae"
"CAHEE","CAATE","CAATE","Carex atrata L. var. erecta W. Boott","Carex","atrata","Cyperaceae"
"CAHEE","CAEP3","CAEP3","Carex epapillosa Mack.","Carex","epapillosa","Cyperaceae"
"CAHEH",NA,"CAHEH","Callitriche heterophylla Pursh ssp. heterophylla","Callitriche","heterophylla","Callitrichaceae"
"CAHEH","CAAN","CAAN","Callitriche anceps Fernald","Callitriche","anceps","Callitrichaceae"
"CAHEH","CAHEH5","CAHEH5","Callitriche heterophylla Pursh var. heterophylla","Callitriche","heterophylla","Callitrichaceae"
"CAHO5",NA,"CAHO5","Carex hoodii Boott","Carex","hoodii","Cyperaceae"
"CAHY4",NA,"CAHY4","Carex hystericina Muhl. ex Willd.","Carex","hystericina","Cyperaceae"
"CAIL",NA,"CAIL","Carex illota L.H. Bailey","Carex","illota","Cyperaceae"
"CAIN11",NA,"CAIN11","Carex interior L.H. Bailey","Carex","interior","Cyperaceae"
"CAIN11","CAINC3","CAINC3","Carex interior L.H. Bailey ssp. charlestonensis Clokey","Carex","interior","Cyperaceae"
"CAIN11","CAINK","CAINK","Carex interior L.H. Bailey var. keweenawensis F.J. Herm.","Carex","interior","Cyperaceae"
"CAIN14",NA,"CAIN14","Castilleja integra A. Gray","Castilleja","integra","Scrophulariaceae"
"CAIN2",NA,"CAIN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray","Callirhoe","involucrata","Malvaceae"
"CAIN7",NA,"CAIN7","Carex infirminervia Naczi","Carex","infirminervia","Cyperaceae"
"CAIN8",NA,"CAIN8","Carex incurviformis Mack.","Carex","incurviformis","Cyperaceae"
"CAIN9",NA,"CAIN9","Carex inops L.H. Bailey","Carex","inops","Cyperaceae"
"CAIND",NA,"CAIND","Carex incurviformis Mack. var. danaensis (Stacey) F.J. Herm.","Carex","incurviformis","Cyperaceae"
"CAINH2",NA,"CAINH2","Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins","Carex","inops","Cyperaceae"
"CAINH2","CAER5","CAER5","Carex erxlebeniana L. Kelso","Carex","erxlebeniana","Cyperaceae"
"CAINH2","CAHE5","CAHE5","Carex heliophila Mack.","Carex","heliophila","Cyperaceae"
"CAINH2","CAPEH","CAPEH","Carex pensylvanica Lam. ssp. heliophila (Mack.) W.A. Weber","Carex","pensylvanica","Cyperaceae"
"CAINH2","CAPED","CAPED","Carex pensylvanica Lam. var. digyna Boeckeler","Carex","pensylvanica","Cyperaceae"
"CAINI4",NA,"CAINI4","Callirhoe involucrata (Torr. & A. Gray) A. Gray var. involucrata","Callirhoe","involucrata","Malvaceae"
"CAINI4","CAINN2","CAINN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray var. novomexicana Baker f.","Callirhoe","involucrata","Malvaceae"
"CAINI5",NA,"CAINI5","Castilleja integra A. Gray var. integra","Castilleja","integra","Scrophulariaceae"
"CAINI5","CAEL8","CAEL8","Castilleja elongata Pennell","Castilleja","elongata","Scrophulariaceae"
"CAINL",NA,"CAINL","Callirhoe involucrata (Torr. & A. Gray) A. Gray var. lineariloba (Torr. & A. Gray) A. Gray","Callirhoe","involucrata","Malvaceae"
"CAJO",NA,"CAJO","Carex jonesii L.H. Bailey","Carex","jonesii","Cyperaceae"
"CALA10",NA,"CALA10","Carex lachenalii Schkuhr","Carex","lachenalii","Cyperaceae"
"CALA10","CABI20","CABI20","Carex bipartita All., nom. utique rej.","Carex","bipartita","Cyperaceae"
"CALA10","CABIA2","CABIA2","Carex bipartita All. var. austromontana F.J. Herm.","Carex","bipartita","Cyperaceae"
"CALA11",NA,"CALA11","Carex lasiocarpa Ehrh.","Carex","lasiocarpa","Cyperaceae"
"CALA13",NA,"CALA13","Carex laeviculmis Meinsh.","Carex","laeviculmis","Cyperaceae"
"CALA13","CADES3","CADES3","Carex deweyana Schwein. var. sparsiflora L.H. Bailey","Carex","deweyana","Cyperaceae"
"CALA38",NA,"CALA38","Calylophus lavandulifolius (Torr. & A. Gray) P.H. Raven","Calylophus","lavandulifolius","Onagraceae"
"CALA38","CAHAL","CAHAL","Calylophus hartwegii (Benth.) P.H. Raven ssp. lavandulifolius (Torr. & A. Gray) Towner & P.H. Raven","Calylophus","hartwegii","Onagraceae"
"CALA38","CAHAL2","CAHAL2","Calylophus hartwegii (Benth.) P.H. Raven var. lavandulifolius (Torr. & A. Gray) Shinners","Calylophus","hartwegii","Onagraceae"
"CALA38","GALA11","GALA11","Galpinsia lavandulifolia (Torr. & A. Gray) Small","Galpinsia","lavandulifolia","Onagraceae"
"CALA38","OELA5","OELA5","Oenothera lavandulifolia Torr. & A. Gray","Oenothera","lavandulifolia","Onagraceae"
"CALA38","OELAG3","OELAG3","Oenothera lavandulifolia Torr. & A. Gray var. glandulosa Munz","Oenothera","lavandulifolia","Onagraceae"
"CALA38","OELAT","OELAT","Oenothera lavandulifolia Torr. & A. Gray var. typica Munz","Oenothera","lavandulifolia","Onagraceae"
"CALAA",NA,"CALAA","Carex lasiocarpa Ehrh. var. americana Fernald","Carex","lasiocarpa","Cyperaceae"
"CALAA","CALAA3","CALAA3","Carex lanuginosa Michx. var. americana (Fernald) B. Boivin","Carex","lanuginosa","Cyperaceae"
"CALAA","CALAA5","CALAA5","Carex lasiocarpa Ehrh. ssp. americana (Fernald) Love & Bernard","Carex","lasiocarpa","Cyperaceae"
"CALAM",NA,"CALAM","Calamagrostis Adans.","Calamagrostis","Adans","Poaceae"
"CALAM2",NA,"CALAM2","Calamovilfa (A. Gray) Hack. ex Scribn. & Southworth","Calamovilfa","A","Poaceae"
"CALE10",NA,"CALE10","Carex leptalea Wahlenb.","Carex","leptalea","Cyperaceae"
"CALE24",NA,"CALE24","Carex leptopoda Mack.","Carex","leptopoda","Cyperaceae"
"CALE24","CADEL","CADEL","Carex deweyana Schwein. ssp. leptopoda (Mack.) Calder & Roy L. Taylor","Carex","deweyana","Cyperaceae"
"CALE24","CADEL2","CADEL2","Carex deweyana Schwein. var. leptopoda (Mack.) B. Boivin","Carex","deweyana","Cyperaceae"
"CALE4",NA,"CALE4","Caltha leptosepala DC.","Caltha","leptosepala","Ranunculaceae"
"CALE8",NA,"CALE8","Carex lenticularis Michx.","Carex","lenticularis","Cyperaceae"
"CALEH2",NA,"CALEH2","Caltha leptosepala DC. ssp. howellii (Huth) P.G. Sm.","Caltha","leptosepala","Ranunculaceae"
"CALEH2","CABI2","CABI2","Caltha biflora DC.","Caltha","biflora","Ranunculaceae"
"CALEH2","CABIH3","CABIH3","Caltha biflora DC. ssp. howellii (Huth) Abrams","Caltha","biflora","Ranunculaceae"
"CALEH2","CAHO17","CAHO17","Caltha howellii Huth","Caltha","howellii","Ranunculaceae"
"CALEH2","CALEB2","CALEB2","Caltha leptosepala DC. ssp. biflora (DC.) P.G. Sm.","Caltha","leptosepala","Ranunculaceae"
"CALEH2","CALEB3","CALEB3","Caltha leptosepala DC. var. biflora (DC.) G. Lawson","Caltha","leptosepala","Ranunculaceae"
"CALEL3",NA,"CALEL3","Carex lenticularis Michx. var. lipocarpa (T. Holm) L.A. Standl.","Carex","lenticularis","Cyperaceae"
"CALEL3","CAKE2","CAKE2","Carex kelloggii W. Boott","Carex","kelloggii","Cyperaceae"
"CALEL3","CALEP4","CALEP4","Carex lenticularis Michx. var. pallida (W. Boott) Dorn","Carex","lenticularis","Cyperaceae"
"CALEL4",NA,"CALEL4","Carex leptalea Wahlenb. ssp. leptalea","Carex","leptalea","Cyperaceae"
"CALEL4","CALET","CALET","Carex leptalea Wahlenb. var. tayloris B. Boivin, nom. inq.","Carex","leptalea","Cyperaceae"
"CALEL7",NA,"CALEL7","Caltha leptosepala DC. ssp. leptosepala","Caltha","leptosepala","Ranunculaceae"
"CALEL8",NA,"CALEL8","Caltha leptosepala DC. ssp. leptosepala var. leptosepala","Caltha","leptosepala","Ranunculaceae"
"CALEL8","CABIR","CABIR","Caltha biflora DC. var. rotundifolia (Huth) C.L. Hitchc.","Caltha","biflora","Ranunculaceae"
"CALEL8","CACH22","CACH22","Caltha chelidonii Greene","Caltha","chelidonii","Ranunculaceae"
"CALEL8","CALER","CALER","Caltha leptosepala DC. var. rotundifolia Huth","Caltha","leptosepala","Ranunculaceae"
"CALEL8","PSLE","PSLE","Psychrophila leptosepala (DC.) W.A. Weber","Psychrophila","leptosepala","Ranunculaceae"
"CALI",NA,"CALI","Carex livida (Wahlenb.) Willd.","Carex","livida","Cyperaceae"
"CALI4",NA,"CALI4","Castilleja linariifolia Benth.","Castilleja","linariifolia","Scrophulariaceae"
"CALI4","CALIO","CALIO","Castilleja linariifolia Benth. var. omnipubescens (Pennell) Clokey","Castilleja","linariifolia","Scrophulariaceae"
"CALI4","CALI14","CALI14","Castilleja linearis Rydb.","Castilleja","linearis","Scrophulariaceae"
"CALI4","CATR13","CATR13","Castilleja trainii Edwin","Castilleja","trainii","Scrophulariaceae"
"CALI5",NA,"CALI5","Castilleja lineata Greene","Castilleja","lineata","Scrophulariaceae"
"CALI7",NA,"CALI7","Carex limosa L.","Carex","limosa","Cyperaceae"
"CALIB",NA,"CALIB","Calibrachoa Llave & Lex.","Calibrachoa","Llave","Solanaceae"
"CALIR",NA,"CALIR","Carex livida (Wahlenb.) Willd. var. radicaulis Paine","Carex","livida","Cyperaceae"
"CALIR","CALIG","CALIG","Carex livida (Wahlenb.) Willd. var. grayana (Dewey) Fernald","Carex","livida","Cyperaceae"
"CALLI3",NA,"CALLI3","Callirhoe Nutt.","Callirhoe","Nutt","Malvaceae"
"CALLI6",NA,"CALLI6","Callitriche L.","Callitriche","L","Callitrichaceae"
"CALO",NA,"CALO","Calamovilfa longifolia (Hook.) Scribn.","Calamovilfa","longifolia","Poaceae"
"CALO","SPRI5","SPRI5","Sporobolus rigidus (Buckley) P.M. Peterson","Sporobolus","rigidus","Poaceae"
"CALO","VIRI4","VIRI4","Vilfa rigida Buckley","Vilfa","rigida","Poaceae"
"CALOC",NA,"CALOC","Calochortus Pursh","Calochortus","Pursh","Liliaceae"
"CALOL2",NA,"CALOL2","Calamovilfa longifolia (Hook.) Scribn. var. longifolia","Calamovilfa","longifolia","Poaceae"
"CALOL2","SPRIR","SPRIR","Sporobolus rigidus (Buckley) P.M. Peterson var. rigidus","Sporobolus","rigidus","Poaceae"
"CALOP7",NA,"CALOP7","Caloplaca Th. Fr.","Caloplaca","Th","Teloschistaceae"
"CALTH",NA,"CALTH","Caltha L.","Caltha","L","Ranunculaceae"
"CALYL",NA,"CALYL","Calylophus Spach","Calylophus","Spach","Onagraceae"
"CALYP",NA,"CALYP","Calypso Salisb.","Calypso","Salisb","Orchidaceae"
"CALYS",NA,"CALYS","Calystegia R. Br.","Calystegia","R","Convolvulaceae"
"CAMA12",NA,"CAMA12","Carex magellanica Lam.","Carex","magellanica","Cyperaceae"
"CAMA23",NA,"CAMA23","Calystegia macounii (Greene) Brummitt","Calystegia","macounii","Convolvulaceae"
"CAMA23","COIN9","COIN9","Convolvulus interior House","Convolvulus","interior","Convolvulaceae"
"CAMAI2",NA,"CAMAI2","Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hultén","Carex","magellanica","Cyperaceae"
"CAMAI2","CAMAI4","CAMAI4","Carex magellanica Lam. var. irrigua (Wahlenb.) Britton, Sterns & Poggenb.","Carex","magellanica","Cyperaceae"
"CAMAI2","CAPA22","CAPA22","Carex paupercula Michx.","Carex","paupercula","Cyperaceae"
"CAMAI2","CAPAB3","CAPAB3","Carex paupercula Michx. var. brevisquama Fernald","Carex","paupercula","Cyperaceae"
"CAMAI2","CAPAI4","CAPAI4","Carex paupercula Michx. var. irrigua (Wahlenb.) Fernald","Carex","paupercula","Cyperaceae"
"CAMAI2","CAPAP9","CAPAP9","Carex paupercula Michx. var. pallens Fernald","Carex","paupercula","Cyperaceae"
"CAMEL",NA,"CAMEL","Camelina Crantz","Camelina","Crantz","Brassicaceae"
"CAMI10",NA,"CAMI10","Carex misandra R. Br.","Carex","misandra","Cyperaceae"
"CAMI10","CAFU8","CAFU8","Carex fuliginosa Schkuhr","Carex","fuliginosa","Cyperaceae"
"CAMI10","CAFUM2","CAFUM2","Carex fuliginosa Schkuhr ssp. misandra (R. Br.) Nyman","Carex","fuliginosa","Cyperaceae"
