"SYMBOL","BINOMIAL_NAT","BINOMIAL_ACKER","DURATION","NATIVITY"
"SUMO","Suaeda moquinii","Suaeda nigra","Perennial","Native"
"SUAQA2","Subularia aquatica var. americana","Subularia aquatica var. americana","Annual","Native"
"SUSU2","Suckleya suckleyana","Suckleya suckleyana","Annual","Native"
"SUHAP","Sullivantia hapemanii var. purpusii","Sullivantia hapemanii var. purpusii","Perennial","Native"
"SWPE","Swertia perennis","Swertia perennis","Perennial","Native"
"SYAL","Symphoricarpos albus","Symphoricarpos albus","Perennial","Native"
"SYLO","Symphoricarpos longiflorus","Symphoricarpos longiflorus","Perennial","Native"
"SYOC","Symphoricarpos occidentalis","Symphoricarpos occidentalis","Perennial","Native"
"SYRO","Symphoricarpos rotundifolius","Symphoricarpos rotundifolius","Perennial","Native"
"SYAM03","Symphyotrichum ×amethystinum","Symphyotrichum ×amethystinum","Perennial","Native"
"SYAS3","Symphyotrichum ascendens","Symphyotrichum ascendens","Perennial","Native"
"SYBO2","Symphyotrichum boreale","Symphyotrichum boreale","Perennial","Native"
"SYCAC","Symphyotrichum campestre var. campestre","Symphyotrichum campestre","Perennial","Native"
"SYCI2","Symphyotrichum ciliatum","Symphyotrichum ciliatum","Annual","Native"
"SYEA2","Symphyotrichum eatonii","Symphyotrichum eatonii","Perennial","Native"
"SYERE","Symphyotrichum ericoides","Symphyotrichum ericoides","Perennial","Native"
"SYFA","Symphyotrichum falcatum","Symphyotrichum falcatum","Perennial","Native"
"SYFE","Symphyotrichum fendleri","Symphyotrichum fendleri","Perennial","Native"
"SYFO2","Symphyotrichum foliaceum","Symphyotrichum foliaceum","Perennial","Native"
"SYFOA","Symphyotrichum foliaceum var. apricum","Symphyotrichum foliaceum var. apricum","Perennial","Native"
"SYFOC","Symphyotrichum foliaceum var. canbyi","Symphyotrichum foliaceum var. canbyi","Perennial","Native"
"SYFOP","Symphyotrichum foliaceum var. parryi","Symphyotrichum foliaceum var. parryi","Perennial","Native"
"SYFR2","Symphyotrichum frondosum","Symphyotrichum frondosum","Annual","Native"
"SYLAG","Symphyotrichum laeve var. geyeri","Symphyotrichum laeve var. geyeri","Perennial","Native"
"SYLAH","Symphyotrichum lanceolatum ssp. hesperium","Symphyotrichum lanceolatum ssp. hesperium","Perennial","Native"
"SYNO2","Symphyotrichum novae-angliae","Symphyotrichum novae-angliae","Perennial","Native"
"SYOB","Symphyotrichum oblongifolium","Symphyotrichum oblongifolium","Perennial","Native"
"SYPO4","Symphyotrichum porteri","Symphyotrichum porteri","Perennial","Native"
"SYSP","Symphyotrichum spathulatum","Symphyotrichum spathulatum","Perennial","Native"
"SYOF","Symphytum officinale","Symphytum officinale","Perennial","Introduced"
"SYVU","Syringa vulgaris","Syringa vulgaris","Perennial","Introduced"
"TACH","Tamarix chinensis","Tamarix chinensis","Perennial","Introduced"
"TAPA4","Tamarix parviflora","Tamarix parviflora","Perennial","Introduced"
"TABA","Tanacetum balsamita","Tanacetum balsamita","Perennial","Introduced"
"TAPA6","Tanacetum parthenium","Tanacetum parthenium","Perennial","Introduced"
"TAVU","Tanacetum vulgare","Tanacetum vulgare","Perennial","Introduced"
"TAOFC","Taraxacum officinale ssp. ceratophorum","Taraxacum ceratophorum","Perennial","Native"
"TAER2","Taraxacum eriophorum","Taraxacum eriophorum","Perennial","Native"
"TALA2","Taraxacum laevigatum","Taraxacum laevigatum","Perennial","Introduced"
"TAOF","Taraxacum officinale","Taraxacum officinale","Perennial","Both"
"TALY","Taraxacum lyratum","Taraxacum scopulorum","Perennial","Native"
"CABR22","Camissonia breviflora","Taraxia breviflora","Perennial","Native"
"CASU18","Camissonia subacaulis","Taraxia subacaulis","Perennial","Native"
"TEJA","Telesonix jamesii","Telesonix jamesii","Perennial","Native"
"TECA2","Tetradymia canescens","Tetradymia canescens","Perennial","Native"
"TENU2","Tetradymia nuttallii","Tetradymia nuttallii","Perennial","Native"
"TESP2","Tetradymia spinosa","Tetradymia spinosa","Perennial","Native"
"TEAC","Tetraneuris acaulis","Tetraneuris acaulis","Perennial","Native"
"TEACA2","Tetraneuris acaulis var. acaulis","Tetraneuris acaulis var. acaulis","Perennial","Native"
"TEACA","Tetraneuris acaulis var. arizonica","Tetraneuris acaulis var. arizonica","Perennial","Native"
"TEACC","Tetraneuris acaulis var. caespitosa","Tetraneuris acaulis var. caespitosa","Perennial","Native"
"TEACE","Tetraneuris acaulis var. epunctata","Tetraneuris acaulis var. epunctata","Perennial","Native"
"TEIV","Tetraneuris ivesiana","Tetraneuris ivesiana","Perennial","Native"
"TESCL","Tetraneuris scaposa var. linearis","Tetraneuris scaposa var. scaposa","Perennial","Native"
"TETO","Tetraneuris torreyana","Tetraneuris torreyana","Perennial","Native"
"TECAO","Teucrium canadense var. occidentale","Teucrium canadense var. occidentale","Perennial","Native"
"TELA","Teucrium laciniatum","Teucrium laciniatum","Perennial","Native"
"THAL","Thalictrum alpinum","Thalictrum alpinum","Perennial","Native"
"THDA","Thalictrum dasycarpum","Thalictrum dasycarpum","Perennial","Native"
"THFE","Thalictrum fendleri","Thalictrum fendleri","Perennial","Native"
"THHE2","Thalictrum heliophilum","Thalictrum heliophilum","Perennial","Native"
"THSP","Thalictrum sparsiflorum","Thalictrum sparsiflorum","Perennial","Native"
"THTE2","Thamnosma texana","Thamnosma texana","Perennial","Native"
"THFI","Thelesperma filifolium","Thelesperma filifolium","Annual, Perennial","Native"
"THME","Thelesperma megapotamicum","Thelesperma megapotamicum","Perennial","Native"
"THSU","Thelesperma subnudum","Thelesperma subnudum","Perennial","Native"
"THAU3","Thelypodiopsis aurea","Thelypodiopsis aurea","Biennial, Perennial","Native"
"THEL","Thelypodiopsis elegans","Thelypodiopsis elegans","Annual, Biennial","Native"
"THJU","Thelypodiopsis juniperorum","Thelypodiopsis juniperorum","Annual","Native"
"THIN","Thelypodium integrifolium","Thelypodium integrifolium","Biennial","Native"
"THLA4","Thelypodium laxiflorum","Thelypodium laxiflorum","Biennial, Perennial","Native"
"THPA6","Thelypodium paniculatum","Thelypodium paniculatum","Biennial, Perennial","Native"
"THSAS","Thelypodium sagittatum ssp. sagittatum","Thelypodium sagittatum ssp. sagittatum","Perennial, Biennial","Native"
"THWR","Thelypodium wrightii","Thelypodium wrightii","Biennial, Perennial","Native"
"THRH","Thermopsis rhombifolia","Thermopsis rhombifolia","Perennial","Native"
"THDI4","Thermopsis divaricarpa","Thermopsis rhombifolia var. divaricarpa","Perennial","Native"
"THMO6","Thermopsis montana","Thermopsis rhombifolia var. montana","Perennial","Native"
"THRH","Thermopsis rhombifolia","Thermopsis rhombifolia var. rhombifolia","Perennial","Native"
"THIN6","Thinopyrum intermedium","Thinopyrum intermedium","Perennial","Introduced"
"THPO7","Thinopyrum ponticum","Thinopyrum ponticum","Perennial","Introduced"
"THAR5","Thlaspi arvense","Thlaspi arvense","Annual","Introduced"
"THAUA","Thymophylla aurea var. aurea","Thymophylla aurea var. aurea","Annual","Native"
"TILA2","Tidestromia lanuginosa","Tidestromia lanuginosa","Annual","Native"
"TINU2","Tiquilia nuttallii","Tiquilia nuttallii","Annual","Native"
"TOLY","Tonestus lyallii","Tonestus lyallii","Perennial","Native"
"TOPY","Tonestus pygmaeus","Tonestus pygmaeus","Perennial","Native"
"TOPAP3","Torreyochloa pallida var. pauciflora","Torreyochloa pallida var. pauciflora","Perennial","Native"
"TOAN","Townsendia annua","Townsendia annua","Annual","Native"
"TOEX","Townsendia eximia","Townsendia eximia","Perennial","Native"
"TOEX2","Townsendia exscapa","Townsendia exscapa","Perennial","Native"
"TOFE","Townsendia fendleri","Townsendia fendleri","Annual","Native"
"TOGL4","Townsendia glabella","Townsendia glabella","Perennial","Native"
"TOGR","Townsendia grandiflora","Townsendia grandiflora","Biennial","Native"
"TOHO","Townsendia hookeri","Townsendia hookeri","Perennial","Native"
"TOIN","Townsendia incana","Townsendia incana","Annual, Biennial, Perennial","Native"
"TOLE","Townsendia leptotes","Townsendia leptotes","Perennial","Native"
"TORO","Townsendia rothrockii","Townsendia rothrockii","Perennial","Native"
"TOST","Townsendia strigosa","Townsendia strigosa","Biennial, Annual","Native"
"TORY","Toxicodendron rydbergii","Toxicodendron rydbergii","Perennial","Native"
"TROC","Tradescantia occidentalis","Tradescantia occidentalis","Perennial","Native"
"TRRA5","Tragia ramosa","Tragia ramosa","Perennial","Native"
"TRDU","Tragopogon dubius","Tragopogon dubius","Annual, Biennial","Introduced"
"TRPO","Tragopogon porrifolius","Tragopogon porrifolius","Biennial","Introduced"
"TRPR","Tragopogon pratensis","Tragopogon pratensis","Biennial, Perennial","Introduced"
"HAVI3","Halimolobos virgata","Transberingia bursifolia ssp. virgata","Perennial, Biennial","Native"
"TRCA","Trautvetteria caroliniensis","Trautvetteria caroliniensis","Perennial","Native"
"TRPO2","Trianthema portulacastrum","Trianthema portulacastrum","Annual, Perennial","Native"
"TRTE","Tribulus terrestris","Tribulus terrestris","Annual","Introduced"
"TRPU18","Trichophorum pumilum","Trichophorum pumilum","Perennial","Native"
"TRMU","Tridens muticus","Tridens muticus","Perennial","Native"
"TRANA3","Trifolium andinum var. andinum","Trifolium andinum var. andinum","Perennial","Native"
"TRDAA","Trifolium dasyphyllum ssp. anemophilum","Trifolium anemophilum","Perennial","Native"
"TRAT","Trifolium attenuatum","Trifolium attenuatum","Perennial","Native"
"TRBR2","Trifolium brandegeei","Trifolium brandegeei","Perennial","Native"
"TRDA2","Trifolium dasyphyllum","Trifolium dasyphyllum","Perennial","Native"
"TRFR2","Trifolium fragiferum","Trifolium fragiferum","Perennial","Introduced"
"TRGY","Trifolium gymnocarpon","Trifolium gymnocarpon","Perennial","Native"
"TRHY","Trifolium hybridum","Trifolium hybridum","Annual, Perennial","Introduced"
"TRKIK","Trifolium kingii ssp. kingii","Trifolium kingii var. kingii","Perennial","Native"
"TRLO","Trifolium longipes","Trifolium longipes","Perennial","Native"
"TRNA2","Trifolium nanum","Trifolium nanum","Perennial","Native"
"TRPA5","Trifolium parryi","Trifolium parryi","Perennial","Native"
"TRPR2","Trifolium pratense","Trifolium pratense","Biennial, Perennial","Introduced"
"TRRE3","Trifolium repens","Trifolium repens","Perennial","Introduced"
"TRWO","Trifolium wormskioldii","Trifolium wormskioldii var. wormskioldii","Annual, Perennial","Native"
"TRMA20","Triglochin maritima","Triglochin maritima","Perennial","Native"
"TRPA28","Triglochin palustris","Triglochin palustris","Perennial","Native"
"TROVO2","Trillium ovatum ssp. ovatum","Trillium ovatum ssp. ovatum","Perennial","Native"
"TRHO2","Triodanis holzingeri","Triodanis holzingeri","Annual","Native"
"TRLE3","Triodanis leptocarpa","Triodanis leptocarpa","Annual","Native"
"TRPE4","Triodanis perfoliata","Triodanis perfoliata","Annual","Native"
"TRPU4","Triplasis purpurea","Triplasis purpurea","Annual","Native"
"TRPE21","Tripleurospermum perforatum","Tripleurospermum inodorum","Annual","Introduced"
"TRMI6","Tripterocalyx micranthus","Tripterocalyx micranthus","Annual","Native"
"TRCAW2","Tripterocalyx carneus var. wootonii","Tripterocalyx wootonii","Annual","Native"
"TRCA21","Trisetum canescens","Trisetum canescens","Perennial","Native"
"TRFL5","Trisetum flavescens","Trisetum flavescens","Perennial","Introduced"
"TRSP2","Trisetum spicatum","Trisetum spicatum","Perennial","Native"
"TRWO3","Trisetum wolfii","Trisetum wolfii","Perennial","Native"
"TRGRG2","Triteleia grandiflora var. grandiflora","Triteleia grandiflora var. grandiflora","Perennial","Native"
"TRAE","Triticum aestivum","Triticum aestivum","Annual","Introduced"
"TRLAA2","Trollius laxus ssp. albiflorus","Trollius albiflorus","Perennial","Native"
"ARGL","Arabis glabra","Turritis glabra","Annual, Perennial, Biennial","Native"
"TYAN","Typha angustifolia","Typha angustifolia","Perennial","Both"
"TYDO","Typha domingensis","Typha domingensis","Perennial","Native"
"TYLA","Typha latifolia","Typha latifolia","Perennial","Native"
"ULPU","Ulmus pumila","Ulmus pumila","Perennial","Introduced"
"URDI","Urtica dioica","Urtica dioica","Perennial","Both"
"URDIG","Urtica dioica ssp. gracilis","Urtica dioica ssp. gracilis","Perennial","Native"
"URDIH","Urtica dioica ssp. holosericea","Urtica dioica ssp. holosericea","Perennial","Native"
"UTIN2","Utricularia intermedia","Utricularia intermedia","Annual","Native"
"UTMI","Utricularia minor","Utricularia minor","Perennial","Native"
"UTOC","Utricularia ochroleuca","Utricularia ochroleuca","Perennial","Native"
"UTMA","Utricularia macrorhiza","Utricularia vulgaris","Perennial","Native"
"VAHI2","Vaccaria hispanica","Vaccaria hispanica","Annual","Introduced"
"VACE","Vaccinium cespitosum","Vaccinium cespitosum","Perennial","Native"
"VAMY2","Vaccinium myrtillus","Vaccinium myrtillus","Perennial","Native"
"VASC","Vaccinium scoparium","Vaccinium scoparium","Perennial","Native"
"VAAT2","Vahlodea atropurpurea","Vahlodea atropurpurea","Perennial","Native"
"VAAC","Valeriana acutiloba","Valeriana acutiloba","Perennial","Native"
"VAAR3","Valeriana arizonica","Valeriana arizonica","Perennial","Native"
"VAED","Valeriana edulis","Valeriana edulis","Perennial","Native"
"VAOC2","Valeriana occidentalis","Valeriana occidentalis","Perennial","Native"
"VECA2","Veratrum californicum","Veratrum californicum","Perennial","Native"
"VEBL","Verbascum blattaria","Verbascum blattaria","Biennial","Introduced"
"VELY","Verbascum lychnitis","Verbascum lychnitis","Biennial","Introduced"
"VEPH","Verbascum phlomoides","Verbascum phlomoides","Biennial","Introduced"
"VETH","Verbascum thapsus","Verbascum thapsus","Biennial","Introduced"
"VEBR","Verbena bracteata","Verbena bracteata","Annual, Perennial, Biennial","Native"
"VEHA2","Verbena hastata","Verbena hastata","Biennial, Perennial","Native"
"VEMA","Verbena macdougalii","Verbena macdougalii","Perennial","Native"
"VEPL","Verbena plicata","Verbena plicata","Perennial","Native"
"VEST","Verbena stricta","Verbena stricta","Annual, Perennial","Native"
"VEENE2","Verbesina encelioides ssp. exauriculata","Verbesina encelioides ssp. exauriculata","Annual","Native"
"VEBA","Vernonia baldwinii","Vernonia baldwinii","Perennial","Native"
"VEFA2","Vernonia fasciculata","Vernonia fasciculata","Perennial","Native"
"VEMA2","Vernonia marginata","Vernonia marginata","Perennial","Native"
"VEAM2","Veronica americana","Veronica americana","Perennial","Native"
"VEAN2","Veronica anagallis-aquatica","Veronica anagallis-aquatica","Biennial, Perennial","Native"
"VEAR","Veronica arvensis","Veronica arvensis","Annual","Introduced"
"VEBI2","Veronica biloba","Veronica biloba","Annual","Introduced"
"VEPEX2","Veronica peregrina ssp. xalapensis","Veronica peregrina ssp. xalapensis","Annual","Native"
"VEPE3","Veronica persica","Veronica persica","Annual","Introduced"
"VEPO","Veronica polita","Veronica polita","Annual","Introduced"
"VESC2","Veronica scutellata","Veronica scutellata","Perennial","Native"
"VESEH2","Veronica serpyllifolia ssp. humifusa","Veronica serpyllifolia var. humifusa","Perennial","Native"
"VEWO2","Veronica wormskjoldii","Veronica wormskjoldii","Perennial","Native"
"VIED","Viburnum edule","Viburnum edule","Perennial","Native"
"VILA","Viburnum lantana","Viburnum lantana","Perennial","Introduced"
"VILE","Viburnum lentago","Viburnum lentago","Perennial","Native"
"VIAM","Vicia americana","Vicia americana","Perennial","Native"
"VIAMA3","Vicia americana ssp. americana","Vicia americana ssp. americana","Perennial","Native"
"VIAMM3","Vicia americana ssp. minor","Vicia americana ssp. minor","Perennial","Native"
"VILU","Vicia ludoviciana","Vicia ludoviciana","Annual","Native"
"VISAN2","Vicia sativa ssp. nigra","Vicia sativa ssp. nigra","Annual","Introduced"
"VIVI","Vicia villosa","Vicia villosa","Annual, Biennial, Perennial","Introduced"
"VIAD","Viola adunca","Viola adunca","Perennial","Native"
"VIBI2","Viola biflora","Viola biflora","Perennial","Native"
"VICA4","Viola canadensis L.","Viola canadensis","Perennial","Native"
"VIBI","Viola bicolor","Viola kitaibeliana","Annual","Native"
"VINU2","Viola nuttallii","Viola nuttallii","Perennial","Native"
"VIOD","Viola odorata","Viola odorata","Perennial","Introduced"
"VIPA4","Viola palustris","Viola palustris","Perennial","Native"
"VIPE2","Viola pedatifida","Viola pedatifida","Perennial","Native"
"VIPU4","Viola purpurea","Viola purpurea","Perennial","Native"
"VISE2","Viola selkirkii","Viola selkirkii","Perennial","Native"
"VISH","Viola sheltonii","Viola sheltonii","Perennial","Native"
"VISO","Viola sororia","Viola sororia","Perennial, Annual","Native"
"VITR","Viola tricolor","Viola tricolor","Annual","Introduced"
"VIAC2","Vitis acerifolia","Vitis acerifolia","Perennial","Native"
"VIRI","Vitis riparia","Vitis riparia","Perennial","Native"
"VUOC","Vulpia octoflora","Vulpia octoflora","Annual","Native"
"WOBO","Wolffia borealis","Wolffia borealis","Perennial","Native"
"WOCO","Wolffia columbiana","Wolffia columbiana","Perennial","Native"
"WONE","Woodsia neomexicana","Woodsia neomexicana","Perennial","Native"
"WOORC2","Woodsia oregana ssp. cathcartiana","Woodsia oregana ssp. cathcartiana","Perennial","Native"
"WOPL","Woodsia plummerae","Woodsia plummerae","Perennial","Native"
