"ECO.SITE","STATE","PHASE","PHASE.NAME","SYMBOL","LOWER","UPPER","NATIVITY","FUNCTIONAL_FINE","LIFECYCLE","FUNCTIONAL"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ACHY",30,120,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PLJA",60,120,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","HENE5",0,90,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","BOGR2",30,60,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ELELE",30,60,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PASM",12,30,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SPCR",12,30,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ARPUL",12,30,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ARTRW8",100,200,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ATCA2",12,30,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GUSA2",0,30,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ATCO",0,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","CHVI8",0,12,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","EPCU",0,12,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","EPVI",0,12,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","EPVI",0,12,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","EPVI",0,12,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","EPVI",0,12,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","KRLA2",0,12,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","OPPO",0,12,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","PASM",25,80,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ACHY",35,80,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","POFE",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","POSE",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","POSE",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","POSE",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SPCR",5,40,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ELEL5",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","HECOC8",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","KOMA",5,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","LESA4",5,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","BOGR2",5,25,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","CAGE2",5,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","AMUT",0,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ARNO4",0,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ARTRW8",5,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","CEMO2",0,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","CHVI8",0,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","QUGA",0,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","OPPO",0,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","PERA4",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","PUTR2",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","RICE",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SYOR2",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","YUGL",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ARTRV",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","ARFR4",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FERU",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","PIED",150,330,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","JUOS",50,160,"NATIVE","TREE","PERENNIAL","TREE"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","PLJA",200,375,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","BOGR2",0,25,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","ACHY",15,75,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","ELEL5",10,75,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","HECO26",0,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","POSE",0,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","POSE",0,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","POSE",0,25,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","ATCO",50,150,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","KRLA2",50,150,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GUSA2",5,35,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","OPPO",5,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","TESP2",5,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","CHVI8",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","ECTR",0,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","POFE",400,600,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","HECO26",10,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ACHY",10,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ELEL5",5,50,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","KOMA",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","PASM",150,449,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","BOGR2",0,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","PLJA",0,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ARTRW8",125,275,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","CHVI8",10,50,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GUSA2",5,35,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","PERA4",0,10,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","TECA2",0,10,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ERPAP10",0,10,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","CEMO2",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","PUTR2",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","QUGA",0,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","OPPO",0,10,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","ATCO",75,105,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","ATGA",15,30,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","PIDE4",9,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","ATCA2",3,9,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","CHVI8",3,9,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","GUSA2",3,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","BAAM4",3,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","OPPO",3,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","TESP2",3,9,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY109UT","REFERENCE",1.1,"1.1","PLJA",30,45,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY109UT","REFERENCE",1.1,"1.1","ACHY",30,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY109UT","REFERENCE",1.1,"1.1","ELEL5",9,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY109UT","REFERENCE",1.1,"1.1","BOGR2",3,9,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY109UT","REFERENCE",1.1,"1.1","LESAS",3,9,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY109UT","REFERENCE",1.1,"1.1","SPCR",3,9,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","ATCO",75,100,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","KRLA2",50,75,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","PIDE4",25,50,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","ATCA2",25,50,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","CHVIS5",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","EPTO",5,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","GRSP",5,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","GUSA2",5,16,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","BAAM4",5,17,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","OPPO",5,18,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","TEGL",5,19,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","TESP2",5,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY106UT","REFERENCE",1.1,"1.1","ACHY",75,125,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","ELEL5",25,50,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","PLJA",25,50,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","ARPU9",5,15,"NATIVE","C4-GRASS","ANY","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","HECO26",5,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","POSE",5,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","POSE",5,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","POSE",5,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY106UT","REFERENCE",1.1,"1.1","SPCR",5,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","ATCO",75,90,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","PIDE4",15,45,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","KRLA2",15,30,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","ATCU",6,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","CHVI8",6,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","GUSA2",6,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","TENU2",6,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","TESP2",6,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY104UT","REFERENCE",1.1,"1.1","ELEL5",45,60,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","LESAS",3,30,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","ACHY",15,30,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","PLJA",3,6,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","POSE",3,6,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","POSE",3,6,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY104UT","REFERENCE",1.1,"1.1","POSE",3,6,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","PASM",405,450,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","POFE",9,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","ACHY",9,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","ELEL5",9,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","KOMA",9,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","LESAS",9,45,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","ARTRW8",135,180,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","CHVI8",9,45,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","KRLA2",9,18,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","OPPO",0,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","PERA4",0,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","EPHED",0,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","ATCA2",0,9,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY289CO","REFERENCE",1.1,"PERRENIAL GRASSLAND/SHRUBLAND","ARNO4",0,9,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","HECO26",80,200,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","LESAS",40,80,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","PLJA",40,80,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ACHY",40,80,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","BOGR2",40,80,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ELLA3",40,80,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ELEL5",20,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ARPU9",15,40,"NATIVE","C4-GRASS","ANY","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","POSE",15,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","POSE",15,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","POSE",15,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SPCR",15,40,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","VUOC",0,10,"NATIVE","C3-GRASS","ANNUAL","GRASS"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ARTRW8",80,120,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ATCA2",40,60,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","ATCO",30,60,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","CHVI8",15,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","KRLA2",15,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","OPPO",8,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY326CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GUSA2",8,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","LESA4",30,60,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","ACHY",30,60,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","CAGE2",20,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","ACLE9",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","BOGR2",10,20,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","ELEL5",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","PLJA",10,20,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","POSE",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","POSE",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","POSE",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
