"ECO.SITE","STATE","PHASE","PHASE.NAME","SYMBOL","LOWER","UPPER","NATIVITY","FUNCTIONAL_FINE","LIFECYCLE","FUNCTIONAL"
"R034BY101UT","REFERENCE",1.1,"1.1","LAOC3",4,8,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY101UT","REFERENCE",1.1,"1.1","LEMO2",4,8,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY101UT","REFERENCE",1.1,"1.1","MATO2",4,8,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY101UT","REFERENCE",1.1,"1.1","MEAL6",4,8,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY101UT","REFERENCE",1.1,"1.1","OEPA",4,8,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","SPCO",14,35,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","ASMO7",7,14,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","ATAR2",7,14,"NATIVE","ANY-FORB","ANY","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","IPCOC3",7,14,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","LEMO2",7,14,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","MATO2",7,14,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","MEAL6",7,14,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY006UT","REFERENCE",1.1,"1.1","OEPA",7,14,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","ASMO7",2,10,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","PLPA2",5,10,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","TEACA2",0,3,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","LAOC3",0,2,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","ERRA3",0,2,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","IPPO2",0,1,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R035XY136UT","REFERENCE",1.1,"SHADSCALE, BUD SAGEBRUSH SHRUBLAND WITH PERENNIAL GRASS","LUPU",0,1,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ALAC4",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","CANU3",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ERPU2",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","TRGY",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ZIPA2",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R034BY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ZIPA2",0,17,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","PEUT",0,6,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","SPCO",0,6,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","TEAC",0,6,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","ASMO7",0,6,"NATIVE","PERENNIAL-FORB","PERENNIAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","COWR2",0,6,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","ERIN4",0,6,"NATIVE","ANY-FORB","ANY","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","LUPU",0,6,"NATIVE","ANNUAL-FORB","ANNUAL","FORB"
"R036XY315UT","REFERENCE",1.1,"1.1","PAMU11",0,6,"NATIVE","ANY-FORB","ANY","FORB"
